subref	form	norm	lemma	tag	curated
5.7@ἐκπέμψασά	ἐκπέμψασά	ἐκπέμψασα			n
5.7@τις	τις	τὶς			n
5.7@τοὺς	τοὺς	τούς			n
5.7@υἱοὺς	υἱοὺς	υἱούς			n
5.7@αὑτῆς	αὑτῆς	αὑτῆς			n
5.7@πέντε	πέντε	πέντε			n
5.7@ὄντας	ὄντας	ὄντας			n
5.7@ἐπὶ	ἐπὶ	ἐπί			n
5.7@πόλεμον	πόλεμον	πόλεμον			n
5.7@ἐν	ἐν	ἐν			n
5.7@τοῖς	τοῖς	τοῖς			n
5.7@προαστείοις	προαστείοις	προαστείοις			n
5.7@εἱστήκει	εἱστήκει	εἱστήκει			n
5.7@καραδοκοῦσα	καραδοκοῦσα	καραδοκοῦσα			n
5.7@τί	τί	τί			n
5.7@ἐκ[2]	ἐκ	ἐκ			n
5.7@τῆς[2]	τῆς	τῆς			n
5.7@μάχης	μάχης	μάχης			n
5.7@ἀποβήσοιτο	ἀποβήσοιτο	ἀποβήσοιτο			n
5.7@ὡς	ὡς	ὡς			n
5.7@δὲ	δὲ	δέ			n
5.7@παραγενόμενός	παραγενόμενός	παραγενόμενος			n
5.7@τις[2]	τις	τὶς			n
5.7@πυθομένῃ	πυθομένῃ	πυθομένῃ			n
5.7@ἀπήγγειλε	ἀπήγγειλε	ἀπήγγειλε			n
5.7@τοὺς[2]	τοὺς	τούς			n
5.7@παῖδας	παῖδας	παῖδας			n
5.7@ἅπαντας	ἅπαντας	ἅπαντας			n
5.7@τετελευτηκέναι	τετελευτηκέναι	τετελευτηκέναι			n
5.7@ἀλλʼ	ἀλλʼ	ἀλλʼ			n
5.7@οὐ	οὐ	οὐ			n
5.7@τοῦτο	τοῦτο	τοῦτο			n
5.7@ἐπυθόμην	ἐπυθόμην	ἐπυθόμην			n
5.7@εἶπε	εἶπε	εἶπε			n
5.7@κακὸν	κακὸν	κακόν			n
5.7@ἀνδράποδον	ἀνδράποδον	ἀνδράποδον			n
5.7@ἀλλὰ	ἀλλὰ	ἀλλά			n
5.7@τί[2]	τί	τί			n
5.7@πράσσει	πράσσει	πράσσει			n
5.7@ἡ	ἡ	ἡ			n
5.7@πατρίς	πατρίς	πατρίς			n
5.7@φήσαντος	φήσαντος	φήσαντος			n
5.7@δὲ[2]	δὲ	δέ			n
5.7@ὅτι	ὅτι	ὅτι			n
5.7@νικᾷ	νικᾷ	νικᾷ			n
5.7@ἀσμένη	ἀσμένη	ἀσμένη			n
5.7@τοίνυν	τοίνυν	τοίνυν			n
5.7@εἶπε[2]	εἶπε	εἶπε			n
5.7@δέχομαι	δέχομαι	δέχομαι			n
5.7@καὶ	καὶ	καί			n
5.7@τὸν	τὸν	τόν			n
5.7@τῶν	τῶν	τῶν			n
5.7@παίδων	παίδων	παίδων			n
5.7@θάνατον	θάνατον	θάνατον			n
5.8@Θάπτουσά	Θάπτουσά	θάπτουσα			n
5.8@τις	τις	τὶς			n
5.8@τὸν	τὸν	τόν			n
5.8@υἱόν	υἱόν	υἱόν			n
5.8@ὡς	ὡς	ὡς			n
5.8@γραΐδιον	γραΐδιον	γραΐδιον			n
5.8@εὐτελὲς	εὐτελὲς	εὐτελές			n
5.8@προσελθὸν	προσελθὸν	προσελθόν			n
5.8@αὐτῇ	αὐτῇ	αὐτῇ			n
5.8@ὦ	ὦ	ὦ			n
5.8@γύναι	γύναι	γύναι			n
5.8@τᾶς	τᾶς	τᾶς			n
5.8@τύχας	τύχας	τύχας			n
5.8@εἶπε	εἶπε	εἶπε			n
5.8@νὴ	νὴ	νή			n
5.8@τὼ	τὼ	τώ			n
5.8@σιὼ	σιὼ	σιώ			n
5.8@ἀλλὰ	ἀλλὰ	ἀλλά			n
5.8@τᾶς[2]	τᾶς	τᾶς			n
5.8@καλᾶς	καλᾶς	καλᾶς			n
5.8@γʼ	γʼ	γʼ			n
5.8@ἔφη	ἔφη	ἔφη			n
5.8@καὶ	καὶ	καί			n
5.8@γὰρ	γὰρ	γάρ			n
5.8@αὐτὸν	αὐτὸν	αὐτόν			n
5.8@οὗ	οὗ	οὗ			n
5.8@οὗ[2]	οὗ	οὗ			n
5.8@ὧν	ὧν	ὧν			n
5.8@ἕνεκεν	ἕνεκεν	ἕνεκεν			n
5.8@ἔτεκον	ἔτεκον	ἔτεκον			n
5.8@ἵνʼ	ἵνʼ	ἵνʼ			n
5.8@ὑπὲρ	ὑπὲρ	ὑπέρ			n
5.8@τᾶς[3]	τᾶς	τᾶς			n
5.8@Σπάρτας	Σπάρτας	σπάρτας			n
5.8@ἀποθάνῃ	ἀποθάνῃ	ἀποθάνῃ			n
5.8@τοῦτὸ	τοῦτὸ	τοῦτο			n
5.8@μοι	μοι	μοι			n
5.8@συνέβη	συνέβη	συνέβη			n
5.9@Σεμνυνομένης	Σεμνυνομένης	σεμνυνομένης			n
5.9@γυναικός	γυναικός	γυναικός			n
5.9@τινος	τινος	τινός			n
5.9@Ἰωνικῆς	Ἰωνικῆς	ἰωνικῆς			n
5.9@ἐπί	ἐπί	ἐπί			n
5.9@τινι	τινι	τινί			n
5.9@τῶν	τῶν	τῶν			n
5.9@ἑαυτῆς	ἑαυτῆς	ἑαυτῆς			n
5.9@ὑφασμάτων	ὑφασμάτων	ὑφασμάτων			n
5.9@ὄντι	ὄντι	ὄντι			n
5.9@πολυτελεῖ	πολυτελεῖ	πολυτελεῖ			n
5.9@Λάκαινα	Λάκαινα	λάκαινα			n
5.9@ἐπιδείξασα	ἐπιδείξασα	ἐπιδείξασα			n
5.9@τοὺς	τοὺς	τούς			n
5.9@τέσσαρας	τέσσαρας	τέσσαρας			n
5.9@υἱοὺς	υἱοὺς	υἱούς			n
5.9@ὄντας	ὄντας	ὄντας			n
5.9@κοσμιωτάτους	κοσμιωτάτους	κοσμιωτάτους			n
5.9@τοιαῦτα	τοιαῦτα	τοιαῦτα			n
5.9@ἔφη	ἔφη	ἔφη			n
5.9@δεῖ	δεῖ	δεῖ			n
5.9@εἶναι	εἶναι	εἶναι			n
5.9@τὰ	τὰ	τά			n
5.9@τῆς[2]	τῆς	τῆς			n
5.9@καλῆς	καλῆς	καλῆς			n
5.9@καὶ	καὶ	καί			n
5.9@ἀγαθῆς	ἀγαθῆς	ἀγαθῆς			n
5.9@γυναικὸς	γυναικὸς	γυναικός			n
5.9@ἔργα	ἔργα	ἔργα			n
5.9@καὶ[2]	καὶ	καί			n
5.9@ἐπὶ	ἐπὶ	ἐπί			n
5.9@τούτοις	τούτοις	τούτοις			n
5.9@ἐπαίρεσθαι	ἐπαίρεσθαι	ἐπαίρεσθαι			n
5.9@καὶ[3]	καὶ	καί			n
5.9@μεγαλαυχεῖν	μεγαλαυχεῖν	μεγαλαυχεῖν			n
5.9@καὶ[4]	καὶ	καί			n
5.9@μεγαλαυχεῖν[2]	μεγαλαυχεῖν	μεγαλαυχεῖν			n
5.9@deleverim	deleverim	deleverim			n
5.10@ἄλλη	ἄλλη	ἄλλη			n
5.10@ἀκούσασα	ἀκούσασα	ἀκούσασα			n
5.10@περὶ	περὶ	περί			n
5.10@τοῦ	τοῦ	τοῦ			n
5.10@υἱοῦ	υἱοῦ	υἱοῦ			n
5.10@ὡς	ὡς	ὡς			n
5.10@κακῶς	κακῶς	κακῶς			n
5.10@ἐπὶ	ἐπὶ	ἐπί			n
5.10@τῆς	τῆς	τῆς			n
5.10@ξένης	ξένης	ξένης			n
5.10@ἀναστρέφοιτο	ἀναστρέφοιτο	ἀναστρέφοιτο			n
5.10@ἔγραψε	ἔγραψε	ἔγραψε			n
5.10@κακά	κακά	κακά			n
5.10@τευ	τευ	τευ			n
5.10@τευ[2]	τευ	τευ			n
5.10@Cobetus	Cobetus	cobetus			n
5.10@τοι	τοι	τοι			n
5.10@φάμα	φάμα	φάμα			n
5.10@κακκέχυται	κακκέχυται	κακκέχυται			n
5.10@ἢ	ἢ	ἤ			n
5.10@ταύταν	ταύταν	ταύταν			n
5.10@ἢ[2]	ἢ	ἤ			n
5.10@ταύταν[2]	ταύταν	ταύταν			n
5.10@ταύταν[3]	ταύταν	ταύταν			n
5.10@ἀπόθευ	ἀπόθευ	ἀπόθευ			n
5.10@ἢ[3]	ἢ	ἤ			n
5.10@μὴ	μὴ	μή			n
5.10@ἔσο	ἔσο	ἔσο			n
5.11@παραπλησίως	παραπλησίως	παραπλησίως			n
5.11@δὲ	δὲ	δέ			n
5.11@καὶ	καὶ	καί			n
5.11@Χίων	Χίων	χίων			n
5.11@φυγάδες	φυγάδες	φυγάδες			n
5.11@ἐλθόντες	ἐλθόντες	ἐλθόντες			n
5.11@εἰς	εἰς	εἰς			n
5.11@Σπάρτην	Σπάρτην	σπάρτην			n
5.11@πολλὰ	πολλὰ	πολλά			n
5.11@Παιδαρήτου	Παιδαρήτου	παιδαρήτου			n
5.11@κατηγόρουν	κατηγόρουν	κατηγόρουν			n
5.11@μεταπεμψαμένη	μεταπεμψαμένη	μεταπεμψαμένη			n
5.11@δὲ[2]	δὲ	δέ			n
5.11@αὐτὸν	αὐτὸν	αὐτόν			n
5.11@ἡ	ἡ	ἡ			n
5.11@μήτηρ	μήτηρ	μήτηρ			n
5.11@αὐτοῦ	αὐτοῦ	αὐτοῦ			n
5.11@Τελευτία	Τελευτία	τελευτία			n
5.11@καὶ[2]	καὶ	καί			n
5.11@ἀκούσασα	ἀκούσασα	ἀκούσασα			n
5.11@ὧν	ὧν	ὧν			n
5.11@ἐνεκάλουν	ἐνεκάλουν	ἐνεκάλουν			n
5.11@ἐπεὶ	ἐπεὶ	ἐπεί			n
5.11@ἐδόκει	ἐδόκει	ἐδόκει			n
5.11@αὐτῇ	αὐτῇ	αὐτῇ			n
5.11@ἁμαρτάνειν	ἁμαρτάνειν	ἁμαρτάνειν			n
5.11@ὁ	ὁ	ὁ			n
5.11@υἱός	υἱός	υἱός			n
5.11@ἐπέστειλεν	ἐπέστειλεν	ἐπέστειλεν			n
5.11@ἁ[2]	ἁ	ἁ			n
5.11@μάτηρ	μάτηρ	μάτηρ			n
5.11@Παιδαρήτῳ	Παιδαρήτῳ	παιδαρήτῳ			n
5.11@ἢ	ἢ	ἤ			n
5.11@βελτίονα	βελτίονα	βελτίονα			n
5.11@πρᾶσσε	πρᾶσσε	πρᾶσσε			n
5.11@ἢ[2]	ἢ	ἤ			n
5.11@αὖθι	αὖθι	αὖθι			n
5.11@μένε	μένε	μένε			n
5.11@ἀπογνοὺς	ἀπογνοὺς	ἀπογνούς			n
5.11@τὰν	τὰν	τάν			n
5.11@ἐς	ἐς	ἐς			n
5.11@Σπάρταν	Σπάρταν	σπάρταν			n
5.11@σωτηρίαν	σωτηρίαν	σωτηρίαν			n
5.12@ἑτέρα	ἑτέρα	ἑτέρα			n
5.12@ἐπʼ	ἐπʼ	ἐπʼ			n
5.12@ἀδικήματι	ἀδικήματι	ἀδικήματι			n
5.12@τῷ	τῷ	τῷ			n
5.12@παιδὶ	παιδὶ	παιδί			n
5.12@κρινομένῳ	κρινομένῳ	κρινομένῳ			n
5.12@τέκνον	τέκνον	τέκνον			n
5.12@εἶπεν	εἶπεν	εἶπεν			n
5.12@ἢ	ἢ	ἤ			n
5.12@τᾶς	τᾶς	τᾶς			n
5.12@αἰτίας	αἰτίας	αἰτίας			n
5.12@ἢ[2]	ἢ	ἤ			n
5.12@σεαυτὸν	σεαυτὸν	σεαυτόν			n
5.12@τοῦ	τοῦ	τοῦ			n
5.12@ζῆν	ζῆν	ζῆν			n
5.12@ἢ[3]	ἢ	ἤ			n
5.12@τὰς	τὰς	τάς			n
5.12@αἰτίας[2]	αἰτίας	αἰτίας			n
5.12@ζῆν[2]	ζῆν	ζῆν			n
5.12@malim	malim	malim			n
5.12@ἢ[4]	ἢ	ἤ			n
5.12@τᾶς[2]	τᾶς	τᾶς			n
5.12@αἰτίας[3]	αἰτίας	αἰτίας			n
5.12@σεαυτὸν[2]	σεαυτὸν	σεαυτόν			n
5.12@ἢ[5]	ἢ	ἤ			n
5.12@τοῦ[2]	τοῦ	τοῦ			n
5.12@ζῆν[3]	ζῆν	ζῆν			n
5.12@ἀπόλυσον	ἀπόλυσον	ἀπόλυσον			n
5.13@ἄλλη	ἄλλη	ἄλλη			n
5.13@χωλὸν	χωλὸν	χωλόν			n
5.13@υἱὸν	υἱὸν	υἱόν			n
5.13@ἐπὶ	ἐπὶ	ἐπί			n
5.13@παράταξιν	παράταξιν	παράταξιν			n
5.13@προπέμπουσα	προπέμπουσα	προπέμπουσα			n
5.13@τέκνον	τέκνον	τέκνον			n
5.13@εἶπε	εἶπε	εἶπε			n
5.13@κατὰ	κατὰ	κατά			n
5.13@βῆμα	βῆμα	βῆμα			n
5.13@τῆς	τῆς	τῆς			n
5.13@ἀρετῆς	ἀρετῆς	ἀρετῆς			n
5.13@μέμνησο	μέμνησο	μέμνησο			n
5.14@ἄλλη	ἄλλη	ἄλλη			n
5.14@τοῦ	τοῦ	τοῦ			n
5.14@παιδὸς	παιδὸς	παιδός			n
5.14@αὐτῇ	αὐτῇ	αὐτῇ			n
5.14@ἀφικομένου	ἀφικομένου	ἀφικομένου			n
5.14@ἀπὸ	ἀπὸ	ἀπό			n
5.14@παρατάξεως	παρατάξεως	παρατάξεως			n
5.14@τετρωμένου	τετρωμένου	τετρωμένου			n
5.14@τὸν	τὸν	τόν			n
5.14@πόδα	πόδα	πόδα			n
5.14@καὶ	καὶ	καί			n
5.14@σφόδρα	σφόδρα	σφόδρα			n
5.14@ἀλγοῦντος	ἀλγοῦντος	ἀλγοῦντος			n
5.14@ἐὰν	ἐὰν	ἐάν			n
5.14@τῆς	τῆς	τῆς			n
5.14@ἀρετῆς	ἀρετῆς	ἀρετῆς			n
5.14@εἶπε	εἶπε	εἶπε			n
5.14@μέμνῃ	μέμνῃ	μέμνῃ			n
5.14@ὦ	ὦ	ὦ			n
5.14@τέκνον	τέκνον	τέκνον			n
5.14@καὶ[2]	καὶ	καί			n
5.14@ἄπονος	ἄπονος	ἄπονος			n
5.14@ἔσῃ	ἔσῃ	ἔσῃ			n
5.14@καὶ[3]	καὶ	καί			n
5.14@θαρρήσεις	θαρρήσεις	θαρρήσεις			n
5.15@Λάκων	Λάκων	λάκων			n
5.15@τρωθεὶς	τρωθεὶς	τρωθείς			n
5.15@ἐν	ἐν	ἐν			n
5.15@πολέμῳ	πολέμῳ	πολέμῳ			n
5.15@καὶ	καὶ	καί			n
5.15@βαδίζειν	βαδίζειν	βαδίζειν			n
5.15@μὴ	μὴ	μή			n
5.15@δυνάμενος	δυνάμενος	δυνάμενος			n
5.15@τετραποδιστὶ	τετραποδιστὶ	τετραποδιστί			n
5.15@ὥδευεν	ὥδευεν	ὥδευεν			n
5.15@αἰσχυνομένῳ	αἰσχυνομένῳ	αἰσχυνομένῳ			n
5.15@δʼ	δʼ	δʼ			n
5.15@αὐτῷ	αὐτῷ	αὐτῷ			n
5.15@ἐπὶ	ἐπὶ	ἐπί			n
5.15@τῷ[2]	τῷ	τῷ			n
5.15@ἐπὶ[2]	ἐπὶ	ἐπί			n
5.15@τῷ[3]	τῷ	τῷ			n
5.15@W	W	w			n
5.15@ἐν[2]	ἐν	ἐν			n
5.15@γελοίῳ	γελοίῳ	γελοίῳ			n
5.15@ἡ	ἡ	ἡ			n
5.15@μήτηρ	μήτηρ	μήτηρ			n
5.15@καὶ[2]	καὶ	καί			n
5.15@πόσῳ	πόσῳ	πόσῳ			n
5.15@βέλτιον	βέλτιον	βέλτιον			n
5.15@ὦ	ὦ	ὦ			n
5.15@τέκνον	τέκνον	τέκνον			n
5.15@εἶπε	εἶπε	εἶπε			n
5.15@μᾶλλον	μᾶλλον	μᾶλλον			n
5.15@ἐπὶ[3]	ἐπὶ	ἐπί			n
5.15@τῇ	τῇ	τῇ			n
5.15@ἀνδρείᾳ	ἀνδρείᾳ	ἀνδρείᾳ			n
5.15@γεγηθέναι	γεγηθέναι	γεγηθέναι			n
5.15@ἢ	ἢ	ἤ			n
5.15@αἰσχύνεσθαι	αἰσχύνεσθαι	αἰσχύνεσθαι			n
5.15@ἐπὶ[4]	ἐπὶ	ἐπί			n
5.15@γέλωτι	γέλωτι	γέλωτι			n
5.15@ἀνοήτῳ	ἀνοήτῳ	ἀνοήτῳ			n
5.16@ἄλλη	ἄλλη	ἄλλη			n
5.16@προσαναδιδοῦσα	προσαναδιδοῦσα	προσαναδιδοῦσα			n
5.16@τῷ	τῷ	τῷ			n
5.16@παιδὶ	παιδὶ	παιδί			n
5.16@τὴν	τὴν	τήν			n
5.16@ἀσπίδα	ἀσπίδα	ἀσπίδα			n
5.16@καὶ	καὶ	καί			n
5.16@παρακελευομένη	παρακελευομένη	παρακελευομένη			n
5.16@τέκνον	τέκνον	τέκνον			n
5.16@ἔφη	ἔφη	ἔφη			n
5.16@ἢ	ἢ	ἤ			n
5.16@ταύταν	ταύταν	ταύταν			n
5.16@ἢ[2]	ἢ	ἤ			n
5.16@ἐπὶ	ἐπὶ	ἐπί			n
5.16@ταύτας	ταύτας	ταύτας			n
5.17@ἄλλη	ἄλλη	ἄλλη			n
5.17@προϊόντι	προϊόντι	προϊόντι			n
5.17@τῷ	τῷ	τῷ			n
5.17@υἱῷ	υἱῷ	υἱῷ			n
5.17@ἐπὶ	ἐπὶ	ἐπί			n
5.17@πόλεμον	πόλεμον	πόλεμον			n
5.17@ἀναδιδοῦσα	ἀναδιδοῦσα	ἀναδιδοῦσα			n
5.17@τὴν	τὴν	τήν			n
5.17@ἀσπίδα	ἀσπίδα	ἀσπίδα			n
5.17@ταύτην	ταύτην	ταύτην			n
5.17@ἔφη	ἔφη	ἔφη			n
5.17@ὁ	ὁ	ὁ			n
5.17@πατήρ	πατήρ	πατήρ			n
5.17@σοι	σοι	σοι			n
5.17@ἀεὶ	ἀεὶ	ἀεί			n
5.17@ἔσῳζε	ἔσῳζε	ἔσῳζε			n
5.17@καὶ	καὶ	καί			n
5.17@σὺ	σὺ	σύ			n
5.17@οὖν	οὖν	οὖν			n
5.17@ἢ	ἢ	ἤ			n
5.17@ταύτην[2]	ταύτην	ταύτην			n
5.17@σῷζε	σῷζε	σῷζε			n
5.17@ἢ[2]	ἢ	ἤ			n
5.17@μὴ	μὴ	μή			n
5.17@ἔσο	ἔσο	ἔσο			n
5.18@ἄλλη	ἄλλη	ἄλλη			n
5.18@πρὸς	πρὸς	πρός			n
5.18@τὸν	τὸν	τόν			n
5.18@υἱὸν	υἱὸν	υἱόν			n
5.18@λέγοντα	λέγοντα	λέγοντα			n
5.18@μικρὸν	μικρὸν	μικρόν			n
5.18@ἔχειν	ἔχειν	ἔχειν			n
5.18@τὸ[2]	τὸ	τό			n
5.18@ξίφος	ξίφος	ξίφος			n
5.18@εἶπε	εἶπε	εἶπε			n
5.18@καὶ	καὶ	καί			n
5.18@βῆμα	βῆμα	βῆμα			n
5.18@πρόσθες	πρόσθες	πρόσθες			n
5.19@ἄλλη	ἄλλη	ἄλλη			n
5.19@ἀκούσασα	ἀκούσασα	ἀκούσασα			n
5.19@ὅτι	ὅτι	ὅτι			n
5.19@ὁ	ὁ	ὁ			n
5.19@υἱὸς	υἱὸς	υἱός			n
5.19@αὐτῆς	αὐτῆς	αὐτῆς			n
5.19@ἐν	ἐν	ἐν			n
5.19@παρατάξει	παρατάξει	παρατάξει			n
5.19@ἀνδραγαθήσας	ἀνδραγαθήσας	ἀνδραγαθήσας			n
5.19@ἀπέθανεν	ἀπέθανεν	ἀπέθανεν			n
5.19@ἐμὸς	ἐμὸς	ἐμός			n
5.19@γὰρ	γὰρ	γάρ			n
5.19@ἦν	ἦν	ἦν			n
5.19@εἶπε	εἶπε	εἶπε			n
5.19@περὶ	περὶ	περί			n
5.19@δὲ	δὲ	δέ			n
5.19@τοῦ	τοῦ	τοῦ			n
5.19@ἑτέρου	ἑτέρου	ἑτέρου			n
5.19@τοῦ[2]	τοῦ	τοῦ			n
5.19@ἑτέρου[2]	ἑτέρου	ἑτέρου			n
5.19@του	του	του			n
5.19@ἑτέρου[3]	ἑτέρου	ἑτέρου			n
5.19@W	W	w			n
5.19@πυθομένη	πυθομένη	πυθομένη			n
5.19@ὅτι[2]	ὅτι	ὅτι			n
5.19@ἀποδειλιάσας	ἀποδειλιάσας	ἀποδειλιάσας			n
5.19@σῴζεται	σῴζεται	σῴζεται			n
5.19@οὐ	οὐ	οὐ			n
5.19@γὰρ[2]	γὰρ	γάρ			n
5.19@ἦν[2]	ἦν	ἦν			n
5.19@ἐμός	ἐμός	ἐμός			n
5.19@ἔφη	ἔφη	ἔφη			n
5.20@ἑτέρα	ἑτέρα	ἑτέρα			n
5.20@ἀκούσασα	ἀκούσασα	ἀκούσασα			n
5.20@ὅτι	ὅτι	ὅτι			n
5.20@ὁ	ὁ	ὁ			n
5.20@υἱὸς	υἱὸς	υἱός			n
5.20@αὑτῆς	αὑτῆς	αὑτῆς			n
5.20@τέθνηκεν	τέθνηκεν	τέθνηκεν			n
5.20@ἐν	ἐν	ἐν			n
5.20@μάχῃ	μάχῃ	μάχῃ			n
5.20@καθάπερ	καθάπερ	καθάπερ			n
5.20@ἐτέτακτο	ἐτέτακτο	ἐτέτακτο			n
5.20@κάτθετεαὐτόν	κάτθετεαὐτόν	κάτθετεαὐτον			n
5.20@ἔφη	ἔφη	ἔφη			n
5.20@ἀναπληρωσάτω	ἀναπληρωσάτω	ἀναπληρωσάτω			n
5.20@δὲ	δὲ	δέ			n
5.20@τὴν	τὴν	τήν			n
5.20@ἐκείνου	ἐκείνου	ἐκείνου			n
5.20@τάξιν	τάξιν	τάξιν			n
5.20@ὁ[2]	ὁ	ὁ			n
5.20@ἀδελφός	ἀδελφός	ἀδελφός			n
5.21@ἄλλη	ἄλλη	ἄλλη			n
5.21@πομπὴν	πομπὴν	πομπήν			n
5.21@τελοῦσα	τελοῦσα	τελοῦσα			n
5.21@πάνδημον	πάνδημον	πάνδημον			n
5.21@ἤκουσεν	ἤκουσεν	ἤκουσεν			n
5.21@ἐπὶ	ἐπὶ	ἐπί			n
5.21@τῆς	τῆς	τῆς			n
5.21@παρατάξεως	παρατάξεως	παρατάξεως			n
5.21@νικᾶν	νικᾶν	νικᾶν			n
5.21@τὸν	τὸν	τόν			n
5.21@υἱόν	υἱόν	υἱόν			n
5.21@ἐκ	ἐκ	ἐκ			n
5.21@δὲ	δὲ	δέ			n
5.21@τῶν	τῶν	τῶν			n
5.21@τραυμάτων	τραυμάτων	τραυμάτων			n
5.21@πολλῶν	πολλῶν	πολλῶν			n
5.21@γενομένων	γενομένων	γενομένων			n
5.21@θνήσκειν	θνήσκειν	θνήσκειν			n
5.21@οὐ	οὐ	οὐ			n
5.21@περιελομένη	περιελομένη	περιελομένη			n
5.21@οὖν	οὖν	οὖν			n
5.21@τὸν[2]	τὸν	τόν			n
5.21@στέφανον	στέφανον	στέφανον			n
5.21@ἀλλὰ	ἀλλὰ	ἀλλά			n
5.21@σεμνυνθεῖσα	σεμνυνθεῖσα	σεμνυνθεῖσα			n
5.21@πρὸς	πρὸς	πρός			n
5.21@τὰς	τὰς	τάς			n
5.21@πλησίον	πλησίον	πλησίον			n
5.21@εἶπεν	εἶπεν	εἶπεν			n
5.21@ὡς	ὡς	ὡς			n
5.21@πολλῷ	πολλῷ	πολλῷ			n
5.21@κάλλιον	κάλλιον	κάλλιον			n
5.21@ὦ	ὦ	ὦ			n
5.21@φίλαι	φίλαι	φίλαι			n
5.21@ἐστὶν	ἐστὶν	ἐστίν			n
5.21@ἐν	ἐν	ἐν			n
5.21@παρατάξει	παρατάξει	παρατάξει			n
5.21@νικῶντα	νικῶντα	νικῶντα			n
5.21@τελευτᾶν	τελευτᾶν	τελευτᾶν			n
5.21@ἢ	ἢ	ἤ			n
5.21@τὰ[2]	τὰ	τά			n
5.21@Ὀλύμπια	Ὀλύμπια	ὀλύμπια			n
5.21@περιγινόμενον	περιγινόμενον	περιγινόμενον			n
5.21@ζῆν	ζῆν	ζῆν			n
5.22@διηγουμένου	διηγουμένου	διηγουμένου			n
5.22@τινὸς	τινὸς	τινός			n
5.22@τῇ	τῇ	τῇ			n
5.22@ἀδελφῇ	ἀδελφῇ	ἀδελφῇ			n
5.22@γενναῖον	γενναῖον	γενναῖον			n
5.22@θάνατον	θάνατον	θάνατον			n
5.22@τοῦ	τοῦ	τοῦ			n
5.22@παιδὸς	παιδὸς	παιδός			n
5.22@αὐτῆς	αὐτῆς	αὐτῆς			n
5.22@ἐκείνη	ἐκείνη	ἐκείνη			n
5.22@εἶπεν	εἶπεν	εἶπεν			n
5.22@ὅτι	ὅτι	ὅτι			n
5.22@ὅσον	ὅσον	ὅσον			n
5.22@ἐπʼ	ἐπʼ	ἐπʼ			n
5.22@ἐκείνῳ	ἐκείνῳ	ἐκείνῳ			n
5.22@γέγηθα	γέγηθα	γέγηθα			n
5.22@τοσοῦτον	τοσοῦτον	τοσοῦτον			n
5.22@ἐπὶ	ἐπὶ	ἐπί			n
5.22@σοὶ	σοὶ	σοί			n
5.22@ἄχθομαι	ἄχθομαι	ἄχθομαι			n
5.22@ἐναρέτου	ἐναρέτου	ἐναρέτου			n
5.22@συνοδίας	συνοδίας	συνοδίας			n
5.22@ἀπολειφθέντι	ἀπολειφθέντι	ἀπολειφθέντι			n
5.23@Λακαίνῃ	Λακαίνῃ	λακαίνῃ			n
5.23@τις	τις	τὶς			n
5.23@προσέπεμψεν	προσέπεμψεν	προσέπεμψεν			n
5.23@εἰ	εἰ	εἰ			n
5.23@φθορᾷ	φθορᾷ	φθορᾷ			n
5.23@συνεπινεύει	συνεπινεύει	συνεπινεύει			n
5.23@ἡ	ἡ	ἡ			n
5.23@δʼ	δʼ	δʼ			n
5.23@ἔφη	ἔφη	ἔφη			n
5.23@παῖς	παῖς	παῖς			n
5.23@μὲν	μὲν	μέν			n
5.23@οὖσα	οὖσα	οὖσα			n
5.23@ἔμαθον	ἔμαθον	ἔμαθον			n
5.23@τῷ	τῷ	τῷ			n
5.23@πατρὶ	πατρὶ	πατρί			n
5.23@πείθεσθαι	πείθεσθαι	πείθεσθαι			n
5.23@καὶ	καὶ	καί			n
5.23@τοῦτο	τοῦτο	τοῦτο			n
5.23@ἔπραξα	ἔπραξα	ἔπραξα			n
5.23@γυνὴ	γυνὴ	γυνή			n
5.23@δὲ	δὲ	δέ			n
5.23@γενομένη	γενομένη	γενομένη			n
5.23@τῷ[2]	τῷ	τῷ			n
5.23@ἀνδρί	ἀνδρί	ἀνδρί			n
5.23@εἰ[2]	εἰ	εἰ			n
5.23@οὖν	οὖν	οὖν			n
5.23@δίκαιά	δίκαιά	δίκαια			n
5.23@με	με	με			n
5.23@παρακαλεῖ	παρακαλεῖ	παρακαλεῖ			n
5.23@τούτῳ	τούτῳ	τούτῳ			n
5.23@φανερὸν	φανερὸν	φανερόν			n
5.23@ποιησάτω	ποιησάτω	ποιησάτω			n
5.23@πρῶτον	πρῶτον	πρῶτον			n
5.24@παρθένος	παρθένος	παρθένος			n
5.24@πενιχρὰ	πενιχρὰ	πενιχρά			n
5.24@ἐρωτηθεῖσα	ἐρωτηθεῖσα	ἐρωτηθεῖσα			n
5.24@τίνα	τίνα	τίνα			n
5.24@δίδωσι	δίδωσι	δίδωσι			n
5.24@τῷ	τῷ	τῷ			n
5.24@γαμοῦντι	γαμοῦντι	γαμοῦντι			n
5.24@προῖκα	προῖκα	προῖκα			n
5.24@τὴν	τὴν	τήν			n
5.24@πάτριον	πάτριον	πάτριον			n
5.24@ἔφη	ἔφη	ἔφη			n
5.24@σωφροσύνην	σωφροσύνην	σωφροσύνην			n
5.25@Λάκαινα	Λάκαινα	λάκαινα			n
5.25@ἐρωτηθεῖσα	ἐρωτηθεῖσα	ἐρωτηθεῖσα			n
5.25@εἰ	εἰ	εἰ			n
